"id","gloss","stem","actual_phonology","model_phonology","type","language","num_morphemes","num_tokens","utterance_order","corpus_name","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_name","target_child_age","target_child_sex","media_start","media_end","media_unit","collection_name","collection_id","corpus_id","speaker_id","target_child_id","transcript_id","clean_utterances","bin","dont_pos","condensed_pos","v_utterances","do"
304310,"um I don't know what truck climbs","I do know what truck climb","","","declarative","eng",8,7,289,"Valian","pro:sub mod v pro:int n v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know what truck climbs","27-28","pro:sub don't v pro:int n v","n mod v n n v","I don't v what truck v","don't"
304339,"I don't know","I do know","","","declarative","eng",4,3,212,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
304345,"I don't know","I do know","","","declarative","eng",4,3,291,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
304871,"no I don't wanna","no I do want","","","declarative","eng",6,4,783,"Valian","co pro:sub mod v","CHI",NA,"Target_Child",NA,22.4932750159141,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3314,"no I don't wanna","22-23","co pro:sub don't v","no:co n mod v","no I don't v","don't"
305408,"I don't know","I do know","","","declarative","eng",4,3,279,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
305836,"I don't know","I do know","","","declarative","eng",4,3,375,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
305862,"I don't know","I do know","","","declarative","eng",4,3,377,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306006,"I don't know","I do know","","","declarative","eng",4,3,314,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306034,"I don't know","I do know","","","declarative","eng",4,3,316,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306308,"I don't know","I do know","","","declarative","eng",4,3,92,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,30.4277295221668,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3329,"I don't know","30-31","pro:sub don't v","n mod v","I don't v","don't"
306326,"I don't know","I do know","","","declarative","eng",4,3,405,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306341,"I don't know","I do know","","","declarative","eng",4,3,406,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306359,"I don't know","I do know","","","declarative","eng",4,3,337,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306559,"I don't know","I do know","","","declarative","eng",4,3,417,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306794,"I don't know","I do know","","","declarative","eng",4,3,432,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306853,"I don't know","I do know","","","declarative","eng",4,3,435,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
306942,"I don't","I do","","","declarative","eng",3,2,733,"Valian","pro:sub mod","CHI",NA,"Target_Child",NA,27.6576521078462,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3319,"I don't","27-28","pro:sub don't","n mod","I don't","don't"
307095,"I don't know","I do know","","","declarative","eng",4,3,450,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
307099,"I don't want that book","I do want that book","","","declarative","eng",6,5,976,"Valian","pro:sub mod v comp n","CHI",NA,"Target_Child",NA,21.9203679747017,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3310,"I don't want that book","21-22","pro:sub don't v comp n","n mod v comp n","I don't v that book","don't"
307402,"I don't know","I do know","","","declarative","eng",4,3,467,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
307541,"no I don't","no I do","","","declarative","eng",4,3,947,"Valian","co pro:sub mod","CHI",NA,"Target_Child",NA,22.4932750159141,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3314,"no I don't","22-23","co pro:sub don't","no:co n mod","no I don't","don't"
307573,"I don't","I do","","","declarative","eng",3,2,949,"Valian","pro:sub mod","CHI",NA,"Target_Child",NA,22.4932750159141,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3314,"I don't","22-23","pro:sub don't","n mod","I don't","don't"
307668,"I don't know","I do know","","","declarative","eng",4,3,485,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
308004,"no I don't","no I do","","","declarative","eng",4,3,974,"Valian","co pro:sub mod","CHI",NA,"Target_Child",NA,22.4932750159141,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3314,"no I don't","22-23","co pro:sub don't","no:co n mod","no I don't","don't"
308141,"I don't know","I do know","","","declarative","eng",4,3,512,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
308157,"I don't know","I do know","","","declarative","eng",4,3,513,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
308175,"I don't know","I do know","","","declarative","eng",4,3,515,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
308194,"I don't know","I do know","","","declarative","eng",4,3,517,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
308272,"I don't wanna","I do want","","","declarative","eng",5,3,952,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,21.8218033224502,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3313,"I don't wanna","21-22","pro:sub don't v","n mod v","I don't v","don't"
309303,"I don't know","I do know","","","declarative","eng",4,3,520,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
309342,"I don't know","I do know","","","declarative","eng",4,3,522,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
309482,"I don't wanna tell you","I do want tell you","","","declarative","eng",7,5,120,"Valian","pro:sub mod v v pro:per","CHI",NA,"Target_Child",NA,28.2634140331424,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3332,"I don't wanna tell you","28-29","pro:sub don't v v pro:per","n mod v v n","I don't v v you","don't"
309558,"I don't know","I do know","","","declarative","eng",4,3,608,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
309572,"I don't know","I do know","","","declarative","eng",4,3,609,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
309603,"I don't know","I do know","","","declarative","eng",4,3,611,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.2633934988398,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3327,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
310487,"I don't know how to get it","I do know how to get it","","","declarative","eng",8,7,151,"Valian","pro:sub mod v pro:int inf v pro:per","CHI",NA,"Target_Child",NA,28.0662847286392,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3330,"I don't know how to get it","28-29","pro:sub don't v pro:int inf v pro:per","n mod v n inf v n","I don't v how to v it","don't"
312334,"but I don't have a gum cause I don't have gum","but I do have a gum cause I do have gum","","","declarative","eng",13,11,155,"Valian","conj pro:sub mod v det:art n n pro:sub mod v n","CHI",NA,"Target_Child",NA,30.8219881311731,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3331,"but I don't have a gum cause I don't have gum","30-31","conj pro:sub don't v det:art n n pro:sub don't v n","conj n mod v det n n n mod v n","but I don't v a gum cause I don't v gum","don't"
312776,"I don't know","I do know","","","declarative","eng",4,3,738,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
313541,"I don't know","I do know","","","declarative","eng",4,3,782,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
313673,"you don't","you do","","","trail off","eng",3,2,230,"Valian","pro:per mod","CHI",NA,"Target_Child",NA,30.8219881311731,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3331,"you don't","30-31","pro:per don't","n mod","you don't","don't"
314154,"I don't have them in me pocket","I do have them in me pocket","","","declarative","eng",8,7,987,"Valian","pro:sub mod v pro:obj prep pro:obj n","CHI",NA,"Target_Child",NA,32.0006570976817,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3324,"I don't have them in me pocket","32-33","pro:sub don't v pro:obj prep pro:obj n","n mod v n prep n n","I don't v them in me pocket","don't"
314440,"I see the road cause I don't see the road cause xxx","I see the road cause I do see the road cause","","","declarative","eng",12,12,275,"Valian","pro:sub v det:art n n pro:sub mod v det:art n n","CHI",NA,"Target_Child",NA,30.8219881311731,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3331,"I see the road cause I don't see the road cause ","30-31","pro:sub v det:art n n pro:sub don't v det:art n n","n v det n n n mod v det n n","I v the road cause I don't v the road cause","don't"
314650,"I don't know","I do know","","","declarative","eng",4,3,844,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
314692,"I don't know","I do know","","","declarative","eng",4,3,846,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
315311,"I don't wanna","I do want","","","declarative","eng",5,3,887,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't wanna","27-28","pro:sub don't v","n mod v","I don't v","don't"
316331,"I don't wanna sit","I do want sit","","","declarative","eng",6,4,1126,"Valian","pro:sub mod v v","CHI",NA,"Target_Child",NA,32.0006570976817,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3324,"I don't wanna sit","32-33","pro:sub don't v v","n mod v v","I don't v v","don't"
316735,"I don't know","I do know","","","declarative","eng",4,3,984,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
316922,"I don't want em in there","I do want them in there","","","declarative","eng",7,6,57,"Valian","pro:sub mod v pro:obj prep n","CHI",NA,"Target_Child",NA,29.6905480605351,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3340,"I don't want em in there","29-30","pro:sub don't v pro:obj prep n","n mod v n prep n","I don't v em in there","don't"
317089,"I don't know","I do know","","","declarative","eng",4,3,1013,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
317170,"I don't know","I do know","","","declarative","eng",4,3,619,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,28.2634140331424,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3332,"I don't know","28-29","pro:sub don't v","n mod v","I don't v","don't"
317193,"I don't know","I do know","","","declarative","eng",4,3,1021,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
317215,"I don't know","I do know","","","declarative","eng",4,3,1023,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
317726,"I don't know","I do know","","","declarative","eng",4,3,42,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,29.000595494774,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3341,"I don't know","29-30","pro:sub don't v","n mod v","I don't v","don't"
318087,"I don't tell you","I do tell you","","","declarative","eng",5,4,1239,"Valian","pro:sub mod v pro:per","CHI",NA,"Target_Child",NA,30.7891332470893,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3322,"I don't tell you","30-31","pro:sub don't v pro:per","n mod v n","I don't v you","don't"
318870,"I don't know","I do know","","","declarative","eng",4,3,132,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,29.000595494774,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3341,"I don't know","29-30","pro:sub don't v","n mod v","I don't v","don't"
318876,"I don't wanna tell Investigator","I do want tell Investigator","","","declarative","eng",7,5,751,"Valian","pro:sub mod v v n:prop","CHI",NA,"Target_Child",NA,28.2634140331424,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3332,"I don't wanna tell Investigator","28-29","pro:sub don't v v n:prop","n mod v v n","I don't v v n:prop","don't"
318916,"I don't wanna","I do want","","","declarative","eng",5,3,755,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,28.2634140331424,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3332,"I don't wanna","28-29","pro:sub don't v","n mod v","I don't v","don't"
319096,"I don't remember","I do remember","","","declarative","eng",4,3,1166,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't remember","27-28","pro:sub don't v","n mod v","I don't v","don't"
319149,"I don't know","I do know","","","declarative","eng",4,3,1169,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
319180,"I don't know","I do know","","","declarative","eng",4,3,155,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,29.000595494774,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3341,"I don't know","29-30","pro:sub don't v","n mod v","I don't v","don't"
319181,"I don't know","I do know","","","declarative","eng",4,3,1171,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
319208,"I don't know","I do know","","","declarative","eng",4,3,1173,"Valian","pro:sub mod v","CHI",NA,"Target_Child",NA,27.5590874555946,"female",NA,NA,NA,"Eng-NA",2,33,1704,1704,3328,"I don't know","27-28","pro:sub don't v","n mod v","I don't v","don't"
